wallet,score,total_coins,win_rate,net_sol,roi
EbZfVydfSp6GFvN6d34wC8LsFJS1ABTVfUEoLeLjuo7A,44.8,68,0.626,20.3,0.23
CoMiPa8oa1YtTfm7cCSMz94dhqk4hq2BS1xJdbs7gVqo,44.8,31,0.607,10.0,0.53
H9f9kAkNtG6oqjf43nJMPrCbZ4aMJ3Rbo8MxztXHpwhu,44.8,39,0.718,7.6,0.26
CDRDnEF4nyr2wT7vcTQtV6bmdrjPH4wokSnJHDYhPjaV,44.7,39,0.616,45.1,0.45
4a6V4y4hDFTWEtaNVtVPtd2Dqp8YSnQeugQfwXUJpbPp,44.7,57,0.61,29.5,0.33
4Gfxi4JTFB19GATtefJQEiTTsHqS2sofejfgLfBGWen6,44.7,41,0.689,3.9,0.29
DTvi6ARgZw5ubRxfZgLs3PQKqXchB5UtU8DZibEThBgb,44.6,55,0.659,34.2,0.25
3jU9YWAxW8942dA2ZUqzmEGPEwu9cggfEiJcHHHnLEkf,44.6,39,0.717,29.7,0.25
8HFagtU2YAGxhWRPuFQ9Jrj5K387vQpUUTB7goHpump,44.6,33,0.678,5.8,0.37
8RV5GQK6KD6aDjxqJMiCnJ96ovL7jgscfEwd9EbpZyGk,44.6,38,0.726,0.2,0.24
SfEgnx3erHVsPbTrZiVGJ4RFNG9MjfpeA1MnjXy3aVC,44.5,48,0.618,32.9,0.37
GtmQZHMXx1sMso3SE1vqvz6CtF78vf24MVCRxkuF5j9q,44.5,38,0.639,27.7,0.4
73Tt4uLZTeZsRN8UQXd3HdwjkHT1g29XafW8Xr9YwYhv,44.5,42,0.664,20.7,0.33
EoW8VGi13VttuzvnGoQgevoMGEGDVUq5daPwReynR13W,44.4,44,0.679,17.0,0.28
4F1QC9EP12WyVAHBgkMvDmnLaQPki7Ab2kqBAHtz9Xjh,44.4,34,0.733,6.7,0.25
7wcFJ2Ze8dM7QExNPoaRhPCBF2dde7Y3zKmRarP7Hje6,44.3,39,0.615,45.1,0.43
7Y9ZhtJhNBaWRvs8G5Q15JyNfwQVwPR31pHdfSufw3Kd,44.3,56,0.636,21.6,0.27
76yGatLCWsbBXLumYURqgb6mV2gzTwAvgPKhKBSnDimu,44.3,35,0.671,12.6,0.35
E3rMjNHp8uFKbwZuBjGwGMN1GntiS4KLnu6ZdBYFdjAi,44.2,42,0.712,69.8,0.22
EbCCBmkiDpoB9ecy3esZ5xZFWFMjQdHHAoR2qWjzh133,44.2,48,0.624,36.3,0.35
2gFqRzbpnc1CtZhaniuQHm9YzPCRp62ikg6umUjbSUKd,44.2,28,0.717,20.3,0.31
8tqX8NNA4PrBZ7155tJgZ8FAZsegScZK3x9TKrawY5sD,44.1,48,0.619,35.4,0.35
AJRmNockRwoywChP71yxpavGGR4KFvB9RRDDKytoLax8,44.1,67,0.612,24.8,0.23
BUYkYr5HzZs3Td2UgHQPnsJYAqwq6WJMKZo97yeazEkt,44.0,37,0.652,12.6,0.37
3kGFtaCuLEWcfFHfFrQ5wCcfjjQuGvgSNDhWc1PVKN6M,43.8,41,0.703,35.2,0.23
6UCHvTvMfuyM9ZpcwvzdhcgHrgmtFT5AGukcwJHAdTbR,43.8,46,0.69,30.2,0.22
6RZdWFQMpworTqfHE7wL6uogAXhjdkvxjEdRahZqVGbW,43.8,41,0.639,28.5,0.35
EHZJ2oFFDLxtJoQ1mxg3p5KNQJy5a5L4NujfXPwKLs8k,43.8,28,0.73,8.9,0.27
APvGj2FLbG2fjQS4TuQ6EN5xm8AswjQ5Bm9497EMZ1iG,43.8,38,0.728,8.3,0.2
4iESnGB5KJj5NJox23pcNf3ez8v3xef1dEXy4ADW2kmG,43.8,39,0.654,2.9,0.34
DXqmNFEUUnSoSkhrwkkrW6xqE95Xiiu89A1BAFSbEaMj,43.7,36,0.638,43.2,0.39
9wrJYC18nkMsWgZPKWDV49MwLHpSpiX3p4THZFbLMRWX,43.7,47,0.689,26.3,0.21
AWRpZ9d9WBqUZq8AMWGvfVVVHtKQN1YSAcicZk8Meuv9,43.7,41,0.621,6.3,0.38
3bkh4N4c8NpCXW5CsdmcVgENdBVrkoUvALGx2ddhCAvy,43.7,57,0.657,3.5,0.2
6HZBtMMibcaRUy8uLiKQ5saC87zhxCxMrg6DmSMqvhsW,43.6,47,0.619,26.7,0.34
9uq9L47X4LPJjhcwH3VwFZDpsNPH6Wz24ewAxg46o427,43.6,57,0.644,23.3,0.22
CG4JaoufrgrKedo9DKEcvGMAy6vt6aRMgfPDiRf2VDAn,43.6,37,0.62,19.7,0.41
4pDf3NFQvTQF2JBAFD1uwUSXAQQCE11NND2PJUKeuGYu,43.6,59,0.616,13.8,0.26
M23MSacgRPNbg2X23sLk4Rszr8eaCy9U6ouf3vEneuD,43.6,27,0.625,5.1,0.47
8gfjz2Hh5v2AU9KpCNirHwgAUzaoBLHRbdaamDuy2b4U,43.5,55,0.636,24.3,0.25
GhM6UwN5bMuNZ3dr9vs2e2QskwDEhXtnCLrwc3ySKRkM,43.5,42,0.625,0.9,0.36
HkCBfESmeoUDeMhfyM42uFDyuvFxkJUjinZ1rVtDJjZA,43.4,61,0.613,25.9,0.24
GV6JUAV9kL6rxj1b6knUjXTM3Vwhkxv1sRS2wBs5gky4,43.4,36,0.708,25.5,0.23
8FMGbng3MaMhZhF3mCAzH2J9Am7z6C8WcBdBY4pUz6Wq,43.4,60,0.628,23.0,0.22
ERqLA2S4RVtaYeNSBRiyAw4WAezJJTX2YrrbAExzGbMc,43.4,56,0.615,5.0,0.27
HWtseeWrTJuTX28ywqGTpoPdZt8Td3Q2Q4XRQryvsJgg,43.3,30,0.653,18.4,0.38
6EVj2foSnZerVYqeGx6YCQg8J1wNLcSrswgFpGE6tbAT,43.3,32,0.636,12.3,0.4
4S2WWzmtxin96nfmrHWSUDPHkGSnFMUEZMR3471smpfe,43.3,51,0.637,3.0,0.26
qBpBoLhjaH9yczwW353ir7V8swocMPMtLwkn1yF7zPH,43.2,42,0.642,27.6,0.31
3HRuj37sVRTtoiragGMoc2YcaXU8WEGTHjsoHSPVQUXL,43.2,43,0.648,20.7,0.3
F6CzyaakTSTmrQh7f2fhN8K4YJvgzy8EtQVC4Z2MAnzd,43.2,34,0.706,7.2,0.25
3HXQoPaA7NwrCsfSsRM5GFTBVUEdD9FqsrjbBWmmVKVz,43.2,35,0.667,3.6,0.32
AAvuSH4s5HfZb2dzKSXm2iQFmnGZ5fifsCECRKWDUJGD,43.1,54,0.604,52.5,0.3
FdvEAdJr5ieskLtFw9bS6niZC8yfnXGjnoAxqegysP54,43.1,40,0.69,27.6,0.23
BAeKv7chKp2WjAggM2tNhGNsFQvV7g63Ft9zzhbWH5Bc,43.0,32,0.733,2.6,0.2
Za7WaPatbRfuKdJqzKF5xjmJifRRS7WrHTBp6rHezSH,43.0,27,0.742,0.7,0.22
6m4S7HkWwXdqorGFZ7KFPrE12TiCWtotZHUjyVe2Rqy5,42.9,46,0.654,29.7,0.25
4ycRZ8vJpqyWKNoi4h2n8yPchK4nqGgnCja9j9jgmi1P,42.9,38,0.631,7.7,0.35
BVVvoAwEzSGhuuprTqtCWZCevng9RZu43KTC2sFicmjX,42.8,41,0.653,26.2,0.28
kcVzEbXLr9xES5qooZ11pJQ1UWGVbH6hf7qPJ2ajMxf,42.8,29,0.721,13.8,0.23
ELJxbb5br7XaYDjKPv1vYpAPoLW3UEsFGe4oKFpjrV8L,42.8,42,0.673,4.4,0.24
3s2LsmDSeLE2TBy5pNox6JPLnAbjmxxJBnU18DptH7tQ,42.7,43,0.624,34.3,0.32
AcYS7iwfgBpxUp2cLkBJATNWHAgrjXq98gTDqGU8hk7u,42.7,54,0.611,31.4,0.26
dHxwWWEMLD2RDPZNbdmQrKqwZz6DvjythRHu2NPB4ru,42.7,28,0.615,24.0,0.44
3KWkZa8wQvYXjYnrgtpiJcYyoGkMMRGx4EY3eX6oJMeY,42.7,30,0.611,0.2,0.44
4nwfXw7n98jEQn93VWY7Cuf1jnn1scHXuXCPGVYS9k6T,42.6,34,0.679,47.2,0.27
5hBBjEXFybtFddBMJzwphKeZXyZrGfjfBLUaYfKjSSkm,42.6,37,0.678,9.6,0.25
9Yjrogy4KLpforbDbW57awdpoVVt5MJebGckrGLREM9R,42.5,51,0.652,38.0,0.2
6NnxtSzHEmmMpiF3zxmL3nVsCU771fvDAH2PQD5UYfN,42.5,36,0.69,33.8,0.23
EHfiD7Nrg846QqouHKjqyzWDaMcLpf5ouFTQAuHmP2vb,42.5,46,0.626,13.2,0.29
DLzysxBR8VLB7kxiDJY7qtG61QPjx3FRhYE2JXsdd9wV,42.5,31,0.689,2.4,0.27
CxDPb7ukYVfZdAKs8628LAuEcrq2L1uPkQBjpRgVrokL,42.4,29,0.668,36.2,0.32
CR9YuGfrj9itmq5zcobuqzodrZt8h5U8TbVhfBQwLae8,42.4,53,0.622,32.4,0.24
HMjkjo3Y3HbbRUiwCru5DfH3uLvuBCot48DEbWZ3qAUf,42.4,46,0.663,26.8,0.21
5xWUz9r1iWsYEK8opDVPrbokiH53R1MTsWhipaRQF8X1,42.4,41,0.685,24.8,0.2
CXrAL8LCHwn3zjQLEECqBAp2vm4pkysBY4dzJ8Urien3,42.4,39,0.658,20.9,0.27
9cey5XM1MjBYTq4wpwbQAhXj3e4HYZvqyNx5iCgQq7qQ,42.4,31,0.641,1.0,0.36
8CB4Zu3br3F6Yxhqye3hFXNV2E522dXeWfr5H8DXYTnZ,42.3,55,0.611,62.0,0.24
95vxbgsrhV76xmQEM9cCMLerq1hvD7qT3zwDFCFbP1KU,42.3,38,0.622,45.9,0.34
7LTmWmgQKFsASa35hruNWmo5rhbChSs58B2tR5S5LT4M,42.3,43,0.648,17.9,0.26
2bsnmSj4y5CmQpJski8aS5QirQHsh5yDdENGmCH6BFWj,42.2,58,0.612,19.6,0.21
FcELSqYLPzKymJxdTJvPM91pZ2o1H4rQV14hYdhCNxeo,42.0,51,0.628,61.6,0.23
HKQrSk6jPfUCEZWF3DW6FjueNnNvJV45S75jWcUS9iqj,42.0,48,0.635,36.0,0.23
5qJ7XGnpDTwSooDNDiJDuBDnytCrgYcwHG9dVeEnJYiJ,42.0,40,0.624,24.1,0.31
Fx8WDBfn82KgAQGE8wzG9Fq8dAYunAhXQ1hi2kyGkNJW,42.0,49,0.621,20.0,0.25
4jvREc4gimY9NNBDxLoUyBd7VXe3A3KZqA6RQa1Qowpf,41.9,32,0.624,17.1,0.37
F8uih3Y79qsWnA5FPTyXSNfQTjqwdh6phyQcixaJayVi,41.8,27,0.674,9.6,0.3
5tpUTdYnMBfK3ZJmGqZ21q2rPECoSSa8ueKqeKnZQ1Vb,41.8,33,0.691,6.5,0.22
D7iFEkarX7NT8fjGfhjjC3ZSXCM3Lde4aQsmGdxodEZC,41.7,55,0.617,1.0,0.2
7aqsQ9hpQ2Jk6tAPBv9CvXaDY3ceerQ59EDimFEg71b7,41.7,25,0.6,1.0,0.45
FLzamiAhTRowMUqsdAXy2KZzwtK1eK55fJaKFV4oZQS3,41.6,53,0.623,41.9,0.2
8BZQcH4HM37rWoXtmtCzB81kXAjg2WiCVRgz4zechRGG,41.6,32,0.7,15.2,0.2
C2zmucCK5m1fLwHYYn23dWVLGGj32XgKVBpqhMC8yjbf,41.6,35,0.619,10.0,0.34
H5EVBeFt6V5Uod7oyQixbuyQ3k6B15fisxY27RQYtYKY,41.5,45,0.628,32.9,0.25
i7MjnyDM2RqQnYe95N1it9HCtE6kUjMjC5RXJqWCoCK,41.5,37,0.653,15.2,0.25
9Ege4tkBobeiyuFXr6a2VehESF6jF2yAmiVNm1qGCoXo,41.5,35,0.633,2.2,0.31
Gb8G7VUMjqKezrGN7gX5PUJBbA2ZXTiAaHgHN4K6hrtx,41.4,35,0.607,8.8,0.35
AXLoo7EsuioS3vRjdNJgbCGf2FpsiHFiXikPZPeJQQJY,41.3,35,0.672,11.3,0.23
Fqf8jJXwXL1bnXQ6VZTEePZwGAoLc9vSLrme4qu7yfPw,41.2,45,0.624,19.2,0.24
7kqcVBgr3vBQZfhdK5i6ipMPxog4MTc5NSkrLgNUrHRJ,41.2,28,0.674,2.1,0.27
Fzy4J5e4EKpXGqELuytXb9focmXNyv1rVPX1YR6xapo8,41.2,41,0.657,1.9,0.21
5kD9NFS9UZ47ie6rxULd7CsU1vifj2mCTBkXkVyyUyab,41.1,30,0.692,16.9,0.21
B4BSXjH8pzPrros5mcUhhhNXeSEKYh9ZaRzQmGvpL8W3,41.0,33,0.654,60.9,0.26
3VMh4VdvNN9yn6Ax2yByMLGTBgee422pagKJUtgHLJ5s,41.0,47,0.626,2.2,0.21
GXzXaTnio9FXpNeGsxXV2yXYB3KZdV63iCpo4T2zPTiu,41.0,26,0.661,0.6,0.3
9W4L1nqEfrAntjX86xttK8AVmxXeDgj5Fwv1dARmGDH7,40.9,43,0.601,19.9,0.29
DZCDuaAdx1HZuqweJasaQLqgsPZ7R8His7oSYtWpXFtL,40.8,38,0.636,13.0,0.25
CcSDkaY2Yq74nLRFdHs97PVgoe5tRPdvbcSmudif3smF,40.8,53,0.603,6.3,0.21
daSRVBYYJSgKgXVNwVfP3LQmejjAEzbNGymFbXjUMMJ,40.8,42,0.643,1.0,0.21
CLt5bgeZWQRr13K84W1BJhYHeN2M5utp6EYafeiosCKy,40.7,40,0.624,22.3,0.26
CiTiua58bWpExiVTwGmQDFLUrdy78EFEr6WYschogLH,40.6,31,0.662,16.6,0.24
BayHkQPtez33FT5PedhWRfVUZfAxpgobBZPncdWCW5s6,40.6,31,0.679,11.1,0.21
6HfB6cSD3LT86jxes64tw9546LMpZTF2LejRzotZXHNX,40.6,33,0.602,1.5,0.34
6vhBczo6DqLwLeduNHfeD8XNgEACFj6YQ2KgQ9FcyfQ5,40.5,49,0.613,18.0,0.2
Gxyvp9P82rJasPbYktFSAzmrSTzdVhShRHZBzcGAPu5J,40.3,39,0.644,25.4,0.21
2AicNQ2LSEkSsFPxq4JnGrZLbbHyT2dqkhDaWX2SJ84U,40.3,30,0.675,17.3,0.21
GxHAfkKbc6tG7i9FrZovrXiQNngT8DLSYAXSksGg4478,40.3,30,0.675,17.2,0.21
5NwnietgLVNsmLQBPa5DBkZcL9xR3NLsNva7jRCymWeL,40.3,39,0.639,2.3,0.22
4uE9MgH5er5nroBkBHYmrHfgSieCxszVYdkFjvMy7xJH,40.2,31,0.616,25.3,0.31
GRamkEB3FuZeB7vzsP3VywiohRAttrjER5PxmHBGNtQi,40.2,43,0.613,15.6,0.23
5YRfKE92rtCsbkVTSYNBtS9pzDSri5RAYLF9bx2qz9z6,40.2,43,0.631,0.9,0.2
2FrrKQ5wtTrYiKAMWRY7X5SFmUFFMxXhBEyhvg6g7ZeK,40.1,39,0.643,24.0,0.2
EqVnvBSmmEAEjh1Hy6sDAn2a1hZWghU56pMk1VhKdkxW,40.1,27,0.665,1.2,0.24
CzedNLZbsrcUN6jrvkf5pDiLcMNpCJVqV54cPefk7xea,40.0,47,0.603,19.1,0.22
HgU2aN64SvvQKgZAWvc6pLN2ehSXkxdzzwbgLLBucZ3M,40.0,35,0.623,12.7,0.26
XR9jMoLidke9mPV6okoWZXmwtimE49m1dzJsmAfSuDr,39.9,40,0.601,32.4,0.26
F5ebHoRvKk3PdEkw4ZHxvDpWB9rutibkPv9awnfEX6hu,39.9,28,0.674,17.1,0.21
561vMzH95GBmsfyST5SgxSU2PSiXBUtFbWS2BQ5BS4rP,39.9,44,0.62,9.4,0.2
CSiDbEbjWGHwLH5Z3i42NGLz7iVAZh8GKADsGJres1M8,39.9,33,0.636,2.6,0.25
B7KriP5FbJCp2ZNUKxdGAkCioV5oQXrddRfLYezRwVjQ,39.9,34,0.633,1.9,0.24
BcgqpYtGtwCjBp6AeJoTUJfvJvSpjvBLzHZcaAKiYBxk,39.8,34,0.61,1.1,0.29
Govapkt6tKhJpJiRaqeSWbrjLUAnNLsd6RnS1eGhWVZN,39.6,41,0.616,7.5,0.21
DaqWxPSDWZGq9SB86JpUvYjqodGh5SwwdTfQyxDxV4Hd,39.4,36,0.613,12.6,0.25
7cDkyWTAaybFweJQmg71tmeGwJG7skGL2AP1JaRrnzWZ,39.2,44,0.602,32.9,0.2
8YgSb4D9fgCu45LqMPvjNmKKeDhmC1hrz9Qaez6ERz4g,39.2,39,0.622,25.0,0.2
ByBJe6HQiwumafsUbsJTc1jgan5LJBGghFvfPyeqrhQY,39.2,25,0.65,17.5,0.25
AEEUjaWe1CMsYZLoQLPuSjPYyVrK5pK6LZkdgmYPVAWq,39.0,30,0.625,6.7,0.25
fFp4cdjkAMKJFivC1EMqBQ8ELX2ujHUmYyBEgZ8ijwd,38.9,38,0.604,54.9,0.23
J4ErbuJnNLCQopW3ajwAzXECTW616TJjwdwwix7n1Jv7,38.5,30,0.625,6.0,0.23
42XpgndcSJpMLv9sdJGkHqfemkPh8PmfzxfHKhcgr2kF,38.5,29,0.627,0.2,0.23
UPbitoBqXRCbjBrNEqZDR4nhN7oyxp5qn52Bg62auqj,38.4,30,0.602,10.1,0.27
DT2ZXrmQJXVzxLsifdZG1yu1gpWxbEv7JyLnovZR5McM,38.2,31,0.616,14.0,0.23
sFJsLPfPheGn6Cx83jKBReKgvYCtTRHyD1P6d1H4GHK,38.1,28,0.606,5.5,0.26
GcppdpVLs8ggFA5uQ7gKWTsqq4z6KVc9r5KdCk7XAfhD,37.9,28,0.608,0.3,0.25
AhTsA9qpLhGyi43y9QAmdAb3KFdxtUuR9LALU9cwxhNb,37.8,30,0.6,6.2,0.25
fUvxQJaPAgowCMDk2vabMyKGfYzRXT966MJWPdgXR3U,37.7,29,0.62,12.0,0.21
93cPUFQgp9aCguU3etnFJUxy88AThDq6MtQa76LvQVTW,37.6,27,0.625,11.9,0.21
